img,model_name,price,rating,specs_score,generation,core_and_thread,ram,rom,graphic_card,size_and_resolution,os,warranty
https://cdn1.smartprix.com/rx-iFWakgnba-w280-h280/asus-expertbook-p1-p.webp,Asus Expertbook P1 P1503CVA-S71075WS Laptop (13th Gen Core i5/ 32GB/ 512GB/ Win11),"₹56,990",4.6,59Spec Score,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",32 GB DDR5 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-iRe7ozJWD-w280-h280/lenovo-v15-g4-82c700.webp,Lenovo V15 G4 ‎82C70081GE Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),"₹34,790",4.35,61Spec Score,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16 GB DDR5 RAM,512 GB SSD,Integrated AMD Radeon 610M Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-ifsyyr3XR-w280-h280/hp-victus-15-fb3012a.webp,HP Victus 15-fb3012AX Gaming Laptop (AMD Ryzen 5 8645HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹67,940",4.1,72Spec Score,8th Gen AMD Ryzen 5 8645HS,"Hexa Core, 12 Threads",16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-i1U6ZPPZL-w280-h280/infinix-xbook-b15-se.webp,Infinix XBOOK B15 Series BL51A5 Laptop (AMD Ryzen 7 5825U/ 16GB/ 512GB SSD/ Win 11 Home),"₹34,990",4.4,64Spec Score,5th Gen AMD Ryzen 7 5825U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon AMD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-iAwh1cD03-w280-h280/hp-245-g10-laptop-am.webp,HP 245 G10 Laptop (AMD Ryzen 5 7520U/ 8GB RAM/ 512GB SSD/ Win11),"₹29,690",4.45,55Spec Score,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-iuprVsTCG-w280-h280/lenovo-loq-2024-83gs.webp,Lenovo LOQ 2024 83GS003VIN Gaming Laptop (Intel Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB RTX 4050 Graph),"₹72,990",4.15,66Spec Score,12th Gen Intel Core i5 12450HX,"Octa Core (4P + 4E), 12 Threads",16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-ivl17P4n6-w280-h280/dell-g15-5530-gaming.webp,Dell G15-5530 Gaming Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹84,990",4.6,68Spec Score,13th Gen Intel Core i5 13450HX,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-iwKbUUYsj-w280-h280/apple-macbook-air-20.webp,Apple MacBook Air 2025 Laptop (Apple M4/ 16GB/ 256GB SSD/ MacOS),"₹89,900",4.75,45Spec Score,Apple M4,10 Cores (4P + 6E),16 GB RAM,256 GB SSD,Apple 8 Core GPU,"13.6 inches, 2560 x 1664 pixels",Mac OS,1 Year Warranty
https://cdn1.smartprix.com/rx-ixDx75GrN-w280-h280/samsung-galaxy-book.webp,Samsung Galaxy Book 4 NP750XGJ-LG4IN Laptop (13th Gen Intel Core i3-1315U/ 8GB/ 512GB SSD/ Win11),"₹38,990",4.4,54Spec Score,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8 GB LPDDR4x RAM,512 GB SSD,Intel Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-i0iMdi6rS-w280-h280/lenovo-thinkbook-16.webp,Lenovo ThinkBook 16 21MWA0BSIN Laptop (AMD Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Win 11),"₹45,150",4.75,65Spec Score,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",16 GB DDR5 RAM,512 GB SSD,AMD Radeon Graphics,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-iDIxx1KCW-w280-h280/acer-aspire-lite-al1.webp,Acer Aspire Lite AL15-52H Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹42,499",4.75,56Spec Score,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-iiYh36MgZ-w280-h280/hp-victus-16-r1705tx.webp,HP Victus 16-r1705TX Gaming Laptop (14th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB RTX3050 Graph),"₹79,990",4.65,72Spec Score,14th Gen Intel Core i5 14450HX,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-ijkZTE1SZ-w280-h280/asus-vivobook-16x-k3.webp,Asus Vivobook 16X K3605ZF-RP458WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB RTX2050),"₹56,990",4.4,64Spec Score,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-iZoyIbumS-w280-h280/hp-victus-15-fb3003a.webp,HP Victus 15-fb3003AX Gaming Laptop (AMD Ryzen 5 8645HS/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹59,990",4.1,70Spec Score,8th Gen AMD Ryzen 5 8645HS,"Hexa Core, 12 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-iSi4Wm4lv-w280-h280/hp-omen-16-ae0003tx.webp,HP Omen 16-ae0003TX Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB RTX 4070 Graph),"₹1,32,990",4.2,80Spec Score,14th Gen Intel Core i7 14700HX,"20 Cores (8P + 12E), 28 Threads",24 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4070,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-iTtYUWmtK-w280-h280/asus-tuf-gaming-a15.webp,Asus TUF Gaming A15 FA566NCR-HN117W Laptop (AMD Ryzen 7 7435HS/ 16GB / 1TB SSD/ Win11 Home / 4GB Graph),"₹67,990",4.15,71Spec Score,7th Gen AMD Ryzen 7 7435HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-ijeIXnCa4-w280-h280/lenovo-loq-15iax9-83.webp,Lenovo LOQ 15IAX9 83LK0068IN Gaming Laptop (12th Gen Core i7/ 12GB/ 512GB SSD/ Win11/ 6GB RTX 4050 Graph),"₹84,999",4.35,66Spec Score,12th Gen Intel Core i7 12650HX,"14 Cores (6P + 8E), 20 Threads",12 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-iaV4lfq2D-w280-h280/msi-titan-18-hx-ai-a.webp,MSI Titan 18 HX AI A2XWJG-486IN Gaming Laptop (Intel Core Ultra 9-285HX/ 64GB/ 6TB SSD/ Win11 / 24GB Graphics RTX 5090),"₹6,20,990",4.2,98Spec Score,Intel Core Ultra 9 285HX,"24 Cores (8P + 16E), 24 Threads",64 GB DDR5 RAM,6 TB SSD,24 GB NVIDIA GeForce RTX 5090,"18 inches, 3840 x 2400 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-isGZQwKCN-w280-h280/hp-victus-15-fb3025a.webp,HP Victus 15-fb3025AX Gaming Laptop (AMD Ryzen 9 8945HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹98,990",4.05,77Spec Score,8th Gen AMD Ryzen 9 8945HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-iHYJzC0np-w280-h280/zebronics-zeb-nbc-5s.webp,Zebronics ZEB-NBC 5S Laptop (12th Gen Core i7 / 16GB/ 512GB SSD/ Win11 Home),"₹39,990",4.05,66Spec Score,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-iC1uclsPb-w280-h280/apple-macbook-air-20.webp,Apple MacBook Air 2022 Laptop (Apple M2/ 8GB/ 256GB SSD/ MacOS),"₹74,994",4.15,50Spec Score,Apple M2,Octa Core (4P + 4E),8 GB DDR4 RAM,256 GB SSD,8-Core GPU,"13.6 inches, 2560 x 1664 pixels",Mac OS,1 Year Warranty
https://cdn1.smartprix.com/rx-ipPNIsNt2-w280-h280/samsung-galaxy-book.webp,Samsung Galaxy Book 4 np750xgj-kg2in Laptop (13th Gen Intel Core i5-1335U/ 16GB/ 512GB SSD/ Win11),"₹51,500",4.05,57Spec Score,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR4x RAM,512 GB SSD,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-iPPennwhJ-w280-h280/acer-aspire-3-a311-4.webp,Acer Aspire 3 A311-45 UN.354SI.002 Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11),"₹19,990",4.65,43Spec Score,Intel Celeron N4500,"Dual Core, 2 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"11.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-ibZvrxnje-w280-h280/asus-vivobook-go-15.webp,Asus Vivobook Go 15 OLED 2023 E1504FA-LK541WS Laptop (Ryzen 5 7520U / 16GB/ 512GB SSD/ Win11 Home),"₹39,980",4.2,55Spec Score,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16 GB LPDDR5 RAM,512 GB SSD,AMD Radeon AMD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-irO2sQG5N-w280-h280/lenovo-loq-15irx9-83.webp,Lenovo LOQ ‎15IRX9 83DV00X8IN Gaming Laptop (13th Gen Core i7/ 24GB/ 512GB SSD/ Win11/ 8GB RTX4060),"₹1,00,690",4.3,71Spec Score,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),24 GB DDR5 RAM,512 GB SSD,8 GB NVIDIA GeForce RTX 4060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-iUxUM9USd-w280-h280/hp-15-fd0569tu-lapto.webp,HP 15-fd0569TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹34,990",4.2,55Spec Score,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-im1LSvPt2-w280-h280/acer-aspire-lite-al1.webp,Acer Aspire Lite AL15-41 UN.31ZSI.039 Laptop (AMD Ryzen 5 7430U/ 16GB/ 512GB SSD/ Win11),"₹38,999",4.35,61Spec Score,7th Gen AMD Ryzen 5 7430U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-i1vkUdllL-w280-h280/asus-vivobook-go-15.webp,Asus Vivobook Go 15  E1504FA-BQ2323WS Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),"₹29,990",4.15,50Spec Score,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,AMD Radeon AMD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-iZHBMrOJe-w280-h280/hp-15-fd0467tu-lapto.webp,HP ‎15-fd0467TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹52,990",4.2,57Spec Score,13th Gen Intel Core i5 1334U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,‎Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-iPMkkmEro-w280-h280/hp-omen-16-wf1096tx.webp,HP Omen 16-wf1096TX Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,19,990",4.4,79Spec Score,14th Gen Intel Core i7 14650HX,"16 Cores (8P + 8E), 24 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-iXMsgRkkm-w280-h280/apple-macbook-air-20.webp,Apple MacBook Air 2020 MGND3HN Laptop (Apple M1/ 8GB/ 256GB SSD/ MacOS),"₹54,490",4.6,43Spec Score,Apple M1,Octa Core (4P + 4E),8 GB DDR4 RAM,256 GB SSD,Apple M1 Integrated Graphics,"13.3 inches, 2560 x 1600 pixels",Mac OS,1 Year Warranty
https://cdn1.smartprix.com/rx-iMrQ6IzGa-w280-h280/hp-15-fr0028tu-lapto.webp,HP 15-fr0028TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹59,990",4.0,53Spec Score,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Integrated,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-iUaCCCk64-w280-h280/motorola-motobook-60.webp,Motorola Motobook 60 Pro 14IAH101 83NY000BIN Laptop (Intel Core Ultra 7 225H/ 32GB/ 1TB SSD/ Win11 Home),"₹80,990",4.0,71Spec Score,Intel Core Ultra 7 255H,"16 Cores (6P + 8E + 2LP-E), 16 Threads",32 GB DDR5 RAM,1 TB SSD,Intel Integrated Graphics,"14 inches, 2880 x 1880 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-iaCzkgoz8-w280-h280/asus-expertbook-p1-p.webp,Asus Expertbook P1 P1503CVA-S70611WS Laptop (13th Gen Core i5/ 16GB/ 512GB/ Win11),"₹50,990",4.7,56Spec Score,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR5 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-iz7q0ZTqc-w280-h280/hp-15-fc0154au-lapto.webp,HP 15-fc0154AU Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),"₹30,990",4.7,55Spec Score,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8 GB DDR5 RAM,512 GB SSD,AMD Radeon AMD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-iizWzm3cu-w280-h280/acer-aspire-7-a715-7.webp,Acer Aspire 7 A715-79G UN.34PSI.001 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹62,490",4.7,64Spec Score,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-igR1TJ28v-w280-h280/hp-victus-16-s0089ax.webp,HP Victus 16-s0089AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹74,815",4.1,73Spec Score,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3050,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-ioXEIfxVI-w280-h280/acer-one-14-z8-415-l.webp,Acer One 14 Z8-415 Laptop (11th Gen Core i3 / 8GB/ 512GB SSD/ Win11 Home),"₹29,990",4.05,54Spec Score,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,‎Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-iWDENBm1h-w280-h280/lenovo-ideapad-slim.webp,Lenovo IdeaPad Slim 3 15IAH8 83ER00MDIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹48,999",4.6,59Spec Score,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Integrated UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-iore8dwi8-w280-h280/gigabyte-g6-kf-h3in8.webp,Gigabyte G6 KF-H3IN894KH Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹78,990",4.3,65Spec Score,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,"16 inches, 1920 x 1200 pixels",Windows 11 OS,2 Year Warranty
https://cdn1.smartprix.com/rx-iQYVJQpHa-w280-h280/asus-vivobook-go-15.webp,Asus Vivobook Go 15 E510KAB-BR1125WS Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11 Home),"₹23,990",4.3,47Spec Score,Intel Celeron Dual Core N4500,"Dual Core, 2 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-ix4Q8O8Xz-w280-h280/hp-14-ep0385tu-lapto.webp,HP 14-ep0385TU Laptop (Intel Core 5-120U/ 16GB/ 512GB SSD/ Win11 Home),"₹59,900",4.6,45Spec Score,Intel Core 5 120U,"10 Cores (2P + 8E), 12 Threads",16 GB RAM,512 GB SSD,Inte Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-igmHFinXw-w280-h280/asus-expertbook-p1-1.webp,Asus Expertbook P1 14 P1403CVA-S60938WS Laptop (13th Gen Core i3/ 16GB/ 512GB/ Win11),"₹39,990",4.75,60Spec Score,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",16 GB DDR5 RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-ietbDRCeQ-w280-h280/lenovo-loq-2024-83gs.webp,Lenovo LOQ 2024 83GS003NIN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB RTX 3050 Graph),"₹66,990",4.65,65Spec Score,12th Gen Intel Core i5 12450HX,"Octa Core (4P + 4E), 12 Threads",16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-iVmeTtYrm-w280-h280/lenovo-v15-g4-83cr00.webp,Lenovo V15 G4 ‎83CR000VIN Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11 Home),"₹42,999",4.5,63Spec Score,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-iKqCat16t-w280-h280/hp-omen-16-xf0060ax.webp,HP Omen 16-xf0060AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,09,990",4.7,78Spec Score,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,"16 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-icQBt84yD-w280-h280/asus-vivobook-15-x15.webp,Asus Vivobook 15 X1504VA-BQ332WS Laptop (13th Gen Core i3/ 12GB/ 512GB SSD/ Win11),"₹39,990",4.2,53Spec Score,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",12 GB RAM,512 GB SSD,Integrated Intel Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-iMaIEDS3e-w280-h280/infinix-xbook-b15-bl.webp,Infinix XBOOK B15 BL51A5 Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win 11 Home),"₹28,990",4.6,61Spec Score,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon AMD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-isuTscTUn-w280-h280/dell-g15-5530-gn5530.webp,Dell G15-5530 GN5530D83M6002ORB1 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹67,218",4.1,66Spec Score,13th Gen Intel Core i5 13450HX,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-iviTQcGcE-w280-h280/lenovo-yoga-pro-7-au.webp,Lenovo Yoga Pro 7 Aura Edition 83KF001LIN Laptop (Intel Evo Core Ultra 9 285H/ 32GB/ 1TB/ Win11),"₹1,30,190",4.35,82Spec Score,Intel Core Ultra 9 285H,"16 Cores (6P + 8E + 2LP-E), 16 Threads",32 GB LPDDR5x RAM,1 TB SSD,Integrated Intel Arc Graphics,"14.5 inches, 3000 x 1876 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-idDHWly8l-w280-h280/acer-travel-lite-tl1.webp,Acer Travel Lite TL14-42M Laptop (AMD Ryzen 3 7330U/ 16GB/ 512GB SSD/ Win11),"₹31,800",4.3,61Spec Score,7th Gen AMD Ryzen 3 7330U,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-iUMIJg1DR-w280-h280/hp-15-fc1004au-lapto.webp,HP 15-fc1004AU Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11 Home),"₹41,994",4.5,61Spec Score,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8 GB DDR5 RAM,512 GB SSD,AMD Radeon AMD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-iNPbbS6Eu-w280-h280/lenovo-v15-g4-83cq00.webp,Lenovo V15 G4 ‎83CQ0006IN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),"₹28,390",4.55,54Spec Score,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,Integrated AMD Radeon 610M,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-iAAsGnkgW-w280-h280/hp-victus-15-fa1134t.webp,HP Victus 15-fa1134TX Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹79,999",4.35,73Spec Score,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-io9tEpBoF-w280-h280/dell-inspiron-14-544.webp,Dell Inspiron 14 5440 INDINS5440N0-1 Laptop (Intel Core i3-1305U/ 16GB/ 512GB SSD/ Win11),"₹33,900",4.2,42Spec Score,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",16 GB RAM,512 GB SSD,Intel Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-iDnqocPnb-w280-h280/motorola-motobook-60.webp,Motorola Motobook 60 Pro 83NY000AIN Laptop (Intel Core Ultra 5 225H/ 16GB/ 1TB SSD/ Win11 Home),"₹64,990",4.35,59Spec Score,Intel Core Ultra 5 225H,"14 Cores (4P + 8E + 2LP-E), 14 Threads",16 GB DDR5 RAM,1 TB SSD,Intel Integrated Graphics,"14 inches, 2880 x 1880 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-iZpUhFvh1-w280-h280/acer-aspire-3-2025-a.webp,Acer Aspire 3 2025 A325-53 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹41,499",4.45,55Spec Score,13th Gen Intel Core i5 1334U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
https://cdn1.smartprix.com/rx-iKhXwIsow-w280-h280/hp-victus-15-fa2191t.webp,HP Victus 15-fa2191TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ RTX 3050),"₹66,490",4.45,63Spec Score,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050A,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
