Laptop_Brand,OS,CPU_Power,Generation,RAM_size,RAM_technology,Capacity(in GB),Storage_Type,GPU_Brand,GPU_Type,Touch_Screen,screen_size_category,Display_quality,warranty_group,Performance per price
Apple,Mac ,,Apple M3,18.0,RAM,512,SSD,Unknown,Dedicated,0,Large,High Resolution,low,0.0002947461498784172
Apple,Mac ,,Apple M3,18.0,RAM,512,SSD,Unknown,Dedicated,0,Medium,High Resolution,low,0.00028436018957345974
Apple,Mac ,,Apple M3,8.0,RAM,1024,SSD,Unknown,Dedicated,0,Medium,High Resolution,low,0.0004602177183821577
Asus,Windows 11 ,120.0,12th Gen,8.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0010153451215540528
HP,Windows 11 ,128.0,7th Gen,16.0,DDR5,1024,SSD,NVIDIA,Dedicated,0,Large,Standard HD,low,0.0007813313886863215
Dell,Windows 11 ,120.0,13th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0007944716763352371
HP,Windows 11 ,160.0,12th Gen,16.0,DDR4,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0008903524820100012
Gigabyte,Windows 11 ,192.0,12th Gen,8.0,DDR4,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,high,0.0010014306151645207
Dell,Windows 11 ,120.0,13th Gen,8.0,LPDDR5,512,SSD,Intel,Integrated,1,Medium,Full HD,low,0.0007588008458763528
Microsoft,Windows 11 ,120.0,12th Gen,8.0,LPDDR5,256,SSD,Intel,Integrated,1,Small,Standard HD,low,0.0007572510358622661
Acer,Windows 11 ,72.0,5th Gen,16.0,DDR4,1024,SSD,AMD,Dedicated,0,Medium,Standard HD,low,0.001500394840747565
Acer,Windows 11 ,72.0,5th Gen,16.0,DDR4,1024,SSD,AMD,Dedicated,0,Medium,Standard HD,low,0.001500394840747565
Acer,Windows 11 ,48.0,12th Gen,8.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0017652827721477606
Dell,Windows 11 ,120.0,13th Gen,16.0,DDR4,1024,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0008805917576611482
Dell,Windows 11 ,,13th Gen,16.0,DDR5,1024,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0006140889551715063
HP,Windows 11 ,128.0,7th Gen,16.0,DDR5,1024,SSD,NVIDIA,Dedicated,0,Large,Standard HD,low,0.0007701358434057118
Lenovo,Windows 11 ,48.0,12th Gen,8.0,DDR4,256,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0016163464470875268
Lenovo,Windows 11 ,32.0,7th Gen,8.0,DDR5,512,SSD,AMD,Dedicated,0,Medium,Standard HD,low,0.0014496955639315744
Lenovo,Windows 11 ,32.0,7th Gen,8.0,LPDDR5,512,SSD,AMD,Dedicated,0,Medium,Standard HD,low,0.0015361445783132531
Dell,Windows 11 ,48.0,13th Gen,8.0,LPDDR5,256,SSD,Intel,Integrated,1,Medium,Full HD,low,0.001039419494018435
Lenovo,Windows 11 ,120.0,12th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0010893246187363835
Dell,Windows 11 ,8.0,11th Gen,8.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0014026338346450557
HP,Windows 11 ,72.0,5th Gen,8.0,DDR4,512,SSD,AMD,Dedicated,0,Medium,Standard HD,low,0.0012720156555772995
Zebronics,Windows 11 ,120.0,12th Gen,8.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.00101641010508369
Asus,Chrome ,4.0,Intel Celeron,4.0,LPDDR4,32,Hard Disk,Intel,Integrated,0,Small,Standard HD,low,0.0017259759378648663
Lenovo,Windows 11 ,120.0,13th Gen,16.0,LPDDR4X,512,SSD,Intel,Integrated,1,Medium,Full HD,low,0.0008097275266872697
HP,Windows 11 ,128.0,7th Gen,16.0,LPDDR5X,1024,SSD,AMD,Dedicated,0,Medium,High Resolution,low,0.0008415660446395902
HP,Windows 11 ,384.0,13th Gen,16.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Large,Standard HD,low,0.0006000480038403072
Lenovo,Windows 11 ,192.0,13th Gen,16.0,LPDDR5,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.0007550933181364866
Asus,Windows 11 ,192.0,12th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0011261906125331653
HP,Windows 11 ,48.0,12th Gen,8.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0014767344664251881
MSI,Windows 11 ,128.0,7th Gen,16.0,DDR5,512,SSD,AMD,Dedicated,0,Medium,Standard HD,low,0.0008553757073299118
Lenovo,Windows 11 ,128.0,6th Gen,16.0,LPDDR5,512,SSD,NVIDIA,Dedicated,0,Medium,High Resolution,high,0.0010107005919817752
Lenovo,Windows 11 ,32.0,7th Gen,8.0,LPDDR5,512,SSD,AMD,Dedicated,0,Medium,Standard HD,low,0.001494725344218
Lenovo,Windows 11 ,32.0,7th Gen,8.0,LPDDR5,512,SSD,AMD,Dedicated,0,Medium,Standard HD,low,0.0016779606324620845
Lenovo,Windows 11 ,128.0,7th Gen,8.0,DDR4,512,SSD,AMD,Dedicated,0,Medium,Standard HD,low,0.0008442654890245487
HP,Windows 11 ,120.0,12th Gen,16.0,DDR4,1024,SSD,Intel,Integrated,0,Medium,Full HD,low,0.0009001285897985426
Lenovo,Windows 11 ,120.0,13th Gen,16.0,LPDDR4X,512,SSD,Intel,Integrated,1,Medium,Full HD,low,0.000792310689699961
Lenovo,Windows 11 ,192.0,13th Gen,16.0,LPDDR5,1024,SSD,AMD,Dedicated,1,Medium,High Resolution,low,0.0006624920591705236
Lenovo,Windows 11 ,32.0,7th Gen,8.0,LPDDR5,512,SSD,AMD,Dedicated,0,Medium,Standard HD,low,0.001486138896827665
Dell,Windows 11 ,120.0,13th Gen,8.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0010319507838856916
Dell,Windows 11 ,72.0,5th Gen,8.0,DDR4,512,SSD,AMD,Dedicated,0,Medium,Standard HD,low,0.0015959242549795905
MSI,Windows 11 ,384.0,13th Gen,32.0,DDR5,1024,SSD,NVIDIA,Dedicated,0,Medium,High Resolution,high,0.0005703462212802513
Asus,Windows 11 ,160.0,13th Gen,16.0,DDR5,1024,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0007222302470027445
Chuwi,Windows 11 ,48.0,12th Gen,12.0,LPDDR4,512,SSD,Intel,Integrated,1,Small,High Resolution,low,0.001158199526191103
Lenovo,Windows 11 ,72.0,7th Gen,16.0,LPDDR4X,512,SSD,AMD,Dedicated,1,Medium,Full HD,low,0.0010110437081972312
Lenovo,Windows 11 ,120.0,12th Gen,8.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0013574660633484162
Lenovo,Windows 11 ,280.0,13th Gen,32.0,DDR5,1024,SSD,NVIDIA,Dedicated,0,Medium,High Resolution,low,0.0004705246078961601
Ultimus,Windows 11 ,8.0,10th Gen,8.0,DDR4,256,SSD,Intel,Integrated,0,Medium,Full HD,low,0.002089817696754113
HP,Windows 11 ,120.0,13th Gen,16.0,DDR4,512,SSD,Intel,Integrated,1,Medium,Full HD,low,0.000698999892461555
Acer,Windows 11 ,96.0,13th Gen,16.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.000761300145808333
Asus,Windows 11 ,48.0,12th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0015432980851671906
Acer,Windows 11 ,96.0,13th Gen,8.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0007833263393481606
Asus,Windows 11 ,120.0,12th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0012444720993799862
HP,Windows 11 ,120.0,13th Gen,16.0,DDR4-,1024,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0008209077747429066
HP,Windows 11 ,4.0,Intel Celeron,8.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0017761303525232635
Asus,Windows 11 ,72.0,5th Gen,16.0,DDR4,1024,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0009531398928108251
Lenovo,Windows 11 ,96.0,12th Gen,16.0,LPDDR5,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0009345794392523365
HP,Windows 11 ,128.0,7th Gen,16.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Large,Standard HD,low,0.0009351863878425769
Asus,Windows 11 ,128.0,5th Gen,16.0,DDR4,1024,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0006519453207150368
Gigabyte,Windows 11 ,96.0,12th Gen,16.0,RAM,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,high,0.0008298539975623039
Acer,Windows 11 ,96.0,12th Gen,16.0,DDR4,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0009371405852868928
HP,Windows 11 ,72.0,5th Gen,16.0,DDR4,512,SSD,AMD,Dedicated,0,Medium,Standard HD,low,0.0012795905310300703
HP,Windows 11 ,72.0,5th Gen,8.0,DDR4,256,SSD,AMD,Dedicated,0,Medium,Standard HD,low,0.0015643802647412755
Asus,Chrome ,4.0,Intel Celeron,4.0,LPDDR4X,64,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.001876172607879925
Asus,Chrome ,4.0,Intel Celeron,4.0,LPDDR4X,64,SSD,Intel,Integrated,0,Medium,Full HD,low,0.0020013342228152103
HP,Windows 11 ,48.0,12th Gen,8.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.001610624470189319
Lenovo,Windows 11 ,128.0,7th Gen,16.0,DDR4,512,SSD,AMD,Integrated,0,Medium,Full HD,low,0.0009157247102589784
Lenovo,Windows 11 ,48.0,13th Gen,8.0,LPDDR4X,512,SSD,Intel,Integrated,1,Medium,Full HD,low,0.0009482922119346885
Lenovo,Windows 11 ,96.0,12th Gen,16.0,LPDDR5,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0010346611484738748
HP,Windows 11 ,72.0,7th Gen,8.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.001118833700627225
